timestamp,cpu_pct,mem_pct,net_in_kbps,net_out_kbps,disk_io_ops,latency_ms,errors_5xx,queue_depth,build_number
23820,49.49,61.85,2221.7,713.2,145,24.63,0,19.7,1042
23850,45.47,62.37,2469.6,727.9,182,23.71,0,19.5,1042
23880,44.81,62.02,2448.8,991.1,125,22.94,0,18.7,1042
23910,45.34,62.01,2087.9,762.2,76,21.67,0,18.5,1042
23940,45.58,61.98,2161.9,854.3,50,26.18,0,18.5,1042
23970,47.18,62.31,2259.5,672.4,165,24.40,0,17.8,1042
24000,40.77,62.00,2211.0,770.1,51,23.07,0,18.5,1042
24030,44.20,62.16,2255.6,706.5,92,21.24,0,17.5,1042
24060,41.29,62.00,2517.5,843.1,52,16.15,0,16.4,1042
24090,41.84,61.74,2199.8,667.6,76,21.48,0,16.7,1042
24120,41.87,62.09,2356.2,754.6,114,20.54,0,17.1,1042
24150,46.71,61.83,2131.0,756.1,142,26.73,0,16.3,1042
24180,41.98,61.72,2142.0,738.4,110,24.02,0,16.6,1042
24210,46.55,62.01,2279.9,703.1,135,22.80,0,16.9,1042
24240,39.59,61.78,2169.6,631.9,30,15.84,0,16.3,1042
24270,45.23,61.66,2481.5,914.4,95,26.10,0,15.3,1042
24300,45.51,61.45,2530.4,921.6,86,24.20,0,16.0,1042
24330,41.67,61.11,2349.5,768.8,147,20.88,0,16.1,1042
24360,45.90,61.51,2142.1,683.2,71,21.65,0,14.9,1042
24390,39.34,62.02,2198.1,584.2,87,15.06,0,16.0,1042
24420,41.36,62.33,2216.2,733.9,15,20.00,0,17.1,1042
24450,40.24,62.52,2133.3,840.8,147,19.26,0,16.2,1042
24480,41.19,63.02,2365.6,656.5,36,17.28,0,16.7,1042
24510,42.42,63.49,2260.2,735.3,131,17.06,0,17.0,1042
24540,47.18,63.89,2115.4,617.8,128,26.84,0,17.9,1042
24570,42.48,63.55,2362.2,935.0,157,22.26,0,18.1,1042
24600,43.00,63.68,2374.2,946.5,46,20.79,0,19.0,1042
24630,44.67,63.34,2068.7,577.8,119,18.88,0,19.0,1042
24660,40.21,63.46,2028.2,765.9,64,19.17,1,20.6,1042
24690,43.19,63.54,2249.9,872.9,129,19.92,0,20.4,1042
24720,46.21,63.99,2472.1,1036.1,154,20.87,0,20.3,1042
24750,46.79,64.45,2178.8,860.9,63,24.39,0,21.0,1042
24780,46.29,64.37,2084.9,879.3,92,19.59,0,20.6,1042
24810,42.83,64.70,2145.8,774.2,114,16.92,0,19.7,1042
24840,47.28,64.51,2167.2,851.3,171,25.62,0,19.3,1042
24870,43.95,64.74,2444.1,936.1,183,17.60,0,19.7,1042
24900,49.07,64.59,2473.6,1004.9,182,26.16,0,20.1,1042
24930,45.98,64.59,2135.2,653.4,201,21.63,0,20.0,1042
24960,46.02,64.86,2143.8,684.7,125,22.66,0,19.6,1042
24990,49.59,65.07,2174.6,674.2,119,23.89,0,18.5,1042
25020,44.75,64.95,2148.1,775.2,166,21.98,0,18.6,1042
25050,47.58,64.63,2227.8,629.0,194,21.40,0,18.2,1042
25080,49.61,65.15,2118.4,889.9,204,27.50,0,18.6,1042
25110,48.13,65.60,2231.1,682.4,178,24.39,0,17.6,1042
25140,52.70,65.29,2146.3,832.1,210,24.04,1,17.9,1042
25170,47.83,65.39,2373.1,868.8,242,24.24,0,18.8,1042
25200,48.38,65.87,2114.0,716.4,288,23.45,0,19.6,1042
25230,49.46,66.36,2360.4,1013.7,230,25.48,0,20.3,1042
25260,50.27,66.90,2372.3,761.3,212,25.15,0,19.5,1042
25290,55.50,66.69,2290.2,676.0,249,27.41,0,18.7,1042
25320,54.86,67.14,2222.7,652.5,272,24.62,0,17.9,1042
25350,53.73,67.21,2349.9,803.2,333,28.62,0,17.7,1042
25380,50.90,67.37,2190.4,778.7,283,28.04,0,18.0,1042
25410,51.51,67.26,2047.2,817.0,295,21.94,0,19.2,1042
25440,55.58,67.50,2235.5,681.8,309,27.05,0,18.4,1042
25470,54.92,67.35,2114.2,763.4,296,29.56,0,18.1,1042
25500,57.52,67.07,2348.1,914.9,328,25.55,1,18.3,1042
25530,52.27,66.77,2447.7,741.5,268,23.06,0,17.4,1042
25560,54.87,66.86,2381.0,798.0,317,31.33,0,16.3,1042
25590,55.53,66.80,2232.3,636.9,360,28.47,0,16.1,1042
25620,56.84,67.10,2002.1,722.5,377,28.01,0,16.5,1042
25650,57.26,67.24,2176.9,864.9,411,28.70,0,16.9,1042
25680,55.81,67.05,2432.0,922.5,348,31.53,0,18.0,1042
25710,60.43,67.35,2270.3,798.4,349,28.86,0,17.8,1042
25740,60.84,67.05,2391.2,1028.1,375,29.43,0,18.8,1042
25770,55.54,67.58,2491.8,792.5,385,30.28,0,19.3,1042
25800,61.00,67.79,2119.9,630.3,448,31.14,0,18.4,1042
25830,62.64,67.80,2391.4,777.7,325,36.54,0,17.7,1042
25860,56.66,67.92,2057.7,848.1,447,28.49,0,18.4,1042
25890,58.84,68.16,2015.5,586.6,349,31.44,0,18.6,1042
25920,55.81,67.90,2257.0,875.0,338,26.18,0,18.0,1042
25950,59.21,67.94,2018.2,570.9,405,26.99,0,18.0,1042
25980,62.39,67.91,2264.7,665.9,338,34.78,0,18.2,1042
26010,57.16,68.10,2352.8,759.3,355,30.65,1,18.0,1042
26040,58.18,68.38,2084.6,706.1,434,29.66,0,19.1,1042
26070,61.59,68.60,2168.2,792.9,367,32.80,0,19.9,1042
26100,59.29,68.38,2430.7,726.4,427,33.97,0,20.0,1042
26130,57.14,68.84,2394.5,724.4,382,27.73,0,19.5,1042
26160,57.15,68.99,2109.8,885.4,347,26.32,0,19.0,1042
26190,62.87,68.86,2129.4,654.0,366,32.79,0,18.5,1042
26220,56.37,68.62,2460.8,730.5,425,30.47,0,18.1,1042
26250,59.43,69.12,2127.5,647.5,410,32.62,0,17.2,1042
26280,63.08,69.50,2459.9,793.2,354,35.08,0,16.5,1042
26310,58.65,69.53,2094.4,775.7,359,29.57,0,17.3,1042
26340,55.86,69.58,2000.1,627.4,410,25.04,0,17.4,1042
26370,55.48,69.91,2090.3,854.5,365,28.52,0,17.0,1042
26400,59.14,69.60,2326.0,883.9,417,31.81,0,16.1,1042
26430,58.21,69.73,2016.7,720.5,361,27.37,0,15.2,1042
26460,55.97,70.19,2296.1,722.3,336,32.36,0,14.2,1042
26490,59.03,70.56,2418.4,800.9,330,32.40,0,15.3,1042
26520,59.74,70.54,2406.8,725.6,392,32.95,1,16.0,1042
26550,60.16,70.79,2013.4,598.6,391,27.27,0,15.9,1042
26580,56.93,70.81,2229.7,715.0,376,32.36,0,15.9,1042
26610,58.30,70.95,2443.1,872.1,315,26.61,0,17.0,1042
26640,53.04,70.64,2385.9,866.4,353,25.81,1,17.6,1042
26670,56.06,70.95,2442.1,823.2,356,28.11,0,17.1,1042
26700,56.63,71.33,2232.6,839.4,281,26.39,0,17.5,1042
26730,58.52,71.63,2319.9,840.2,315,26.48,0,16.5,1042
26760,57.58,71.53,2248.1,894.3,333,29.83,0,15.7,1042
26790,55.21,71.44,2218.8,775.7,255,24.64,0,15.3,1042
26820,52.53,71.70,2352.5,809.0,310,22.77,0,15.9,1042
26850,51.24,72.01,2427.4,696.4,335,22.36,0,16.3,1042
26880,53.31,72.34,2380.3,949.9,306,28.55,0,16.4,1042
26910,47.94,72.39,1978.9,826.9,253,21.27,0,17.2,1042
26940,50.10,72.75,2076.9,788.5,260,21.46,0,17.3,1042
26970,52.96,72.90,1975.8,792.0,247,29.53,0,17.2,1042
27000,47.34,73.42,2000.9,662.7,207,19.55,0,18.4,1042
27030,50.59,73.88,2381.5,755.0,301,23.45,0,18.6,1042
27060,53.13,73.92,2178.9,785.4,195,27.53,0,19.2,1042
27090,48.93,74.20,2000.4,813.6,219,27.62,0,19.3,1042
27120,48.88,74.34,2248.3,695.3,142,25.06,0,19.3,1042
27150,48.78,74.62,2392.1,917.8,147,27.29,0,19.2,1042
27180,46.44,55.56,2017.1,644.9,160,25.39,0,18.6,1042
27210,48.65,56.09,2411.4,869.4,247,23.97,0,19.0,1042
27240,46.85,56.13,2036.4,822.7,151,22.75,0,19.5,1042
27270,42.13,56.25,2234.3,743.4,158,20.25,0,20.1,1042
27300,45.17,55.97,2001.5,753.8,214,18.64,0,20.4,1042
27330,46.18,55.94,2157.5,718.9,102,21.32,0,20.5,1042
27360,46.54,56.12,2445.8,914.4,161,22.13,0,21.5,1042
27390,43.10,56.45,2337.3,826.3,80,21.09,0,20.5,1042
27420,40.05,56.77,1983.6,611.6,127,17.97,0,21.2,1042
27450,42.09,56.92,1973.8,732.1,103,17.57,0,21.7,1042
27480,43.27,57.36,2361.3,902.4,102,21.87,0,21.1,1042
27510,43.87,57.72,2282.3,765.5,80,21.94,1,21.8,1042
27540,41.99,57.42,2136.6,694.6,79,22.89,0,20.8,1042
27570,39.41,57.63,1993.8,654.4,59,16.61,0,21.0,1042
27600,43.98,57.93,2291.9,843.6,102,18.24,0,21.2,1042
27630,40.58,58.24,1955.8,659.4,141,19.51,0,21.0,1042
27660,43.80,58.30,2412.7,853.2,132,19.83,0,21.5,1042
27690,40.77,58.83,1998.9,768.8,115,18.12,0,20.8,1042
27720,42.09,58.86,2288.5,935.7,147,18.08,0,21.8,1042
27750,39.41,58.80,2285.0,753.6,116,19.00,0,22.1,1042
27780,39.56,59.27,2302.8,680.6,131,17.13,0,22.9,1042
27810,43.06,59.12,2461.8,739.7,125,21.40,0,21.9,1042
27840,41.64,59.11,2404.8,691.1,103,18.02,0,21.3,1042
27870,39.65,59.53,2133.4,725.5,45,22.41,0,22.5,1042
27900,44.58,59.88,2122.7,733.0,54,25.28,0,23.0,1042
27930,38.34,60.19,2010.8,855.1,125,20.25,0,22.7,1042
27960,41.84,60.58,2285.2,722.3,30,22.79,0,23.3,1042
27990,43.54,61.13,2270.7,612.9,80,23.66,0,23.3,1042
28020,39.06,61.01,2429.6,816.3,18,18.28,0,22.8,1042
28050,40.60,60.79,2306.7,798.8,66,20.28,0,21.9,1042
28080,38.89,60.73,2104.1,783.0,64,19.28,0,21.7,1042
28110,44.89,60.49,1943.2,562.6,116,20.26,0,20.8,1042
28140,41.13,60.23,2067.0,600.7,31,20.96,0,21.9,1042
28170,44.76,60.65,1992.5,610.8,147,18.57,0,22.0,1042
28200,44.88,60.42,1967.9,630.2,121,25.67,0,21.0,1042
28230,41.85,60.85,2341.1,893.6,121,22.49,0,21.0,1042
28260,45.83,60.78,2271.3,756.1,149,25.61,0,20.5,1042
28290,39.59,60.62,2036.2,579.2,139,19.92,0,19.9,1042
28320,45.63,60.70,1965.3,728.2,186,23.92,0,20.1,1042
28350,39.45,60.77,2291.7,867.5,101,22.07,0,21.1,1042
28380,43.01,61.26,2343.3,791.3,193,20.37,1,22.7,1042
28410,40.86,61.15,2369.4,884.6,108,17.30,0,22.5,1042
28440,41.43,61.06,2242.6,684.8,83,21.25,0,22.7,1042
28470,43.96,61.45,2290.6,683.4,159,23.43,0,23.5,1042
28500,46.62,61.69,2023.3,776.4,99,19.67,0,24.1,1042
28530,41.22,61.49,2423.1,980.7,175,18.39,1,24.2,1042
28560,47.58,61.90,2268.6,760.7,135,26.13,0,25.3,1042
28590,49.78,61.60,2152.9,775.1,249,27.88,0,25.0,1042
28620,44.65,61.69,2108.5,803.7,255,19.77,0,25.7,1042
28650,49.68,62.21,1985.6,712.4,130,24.09,0,25.8,1042
28680,45.21,62.26,2076.3,879.8,275,23.90,0,26.3,1042
28710,48.54,62.01,2433.4,807.2,169,25.32,0,27.4,1042
28740,44.71,62.21,2304.2,787.6,155,24.59,0,27.0,1042
28770,52.27,62.47,2201.3,720.6,170,28.34,0,27.9,1042
28800,46.70,62.58,2385.4,959.9,180,20.94,0,28.1,1042
28830,47.90,62.30,2003.2,850.4,311,20.43,0,27.9,1042
28860,46.02,62.67,2359.4,744.1,247,20.68,0,29.0,1042
28890,50.57,63.13,2305.2,760.7,225,27.53,0,30.0,1042
28920,49.70,63.61,2377.3,909.3,314,22.62,0,30.9,1042
28950,48.37,63.84,1983.3,813.5,215,27.89,0,30.1,1042
28980,52.47,64.22,2020.5,652.4,351,24.19,0,28.9,1042
29010,48.97,64.49,1932.4,822.1,321,26.29,0,27.8,1042
29040,55.71,64.75,1990.4,711.9,252,26.96,0,28.8,1042
29070,54.85,64.61,2113.9,874.2,341,29.52,0,27.8,1042
29100,55.22,65.15,2302.9,708.0,331,25.90,0,27.8,1042
29130,57.00,65.49,2258.2,925.9,356,32.18,0,27.8,1042
29160,53.60,65.43,2075.2,667.1,270,28.63,0,28.8,1042
29190,51.63,65.54,2426.3,993.9,386,25.25,0,29.7,1042
29220,57.70,65.33,2234.3,704.6,372,29.36,0,29.2,1042
29250,56.06,65.68,2339.7,963.1,358,31.16,0,30.0,1042
29280,59.09,65.97,2047.0,801.2,404,30.95,0,28.9,1042
29310,54.00,65.82,2415.4,896.3,419,26.11,0,29.4,1042
29340,58.53,65.87,2175.0,614.4,436,31.56,0,29.8,1042
29370,58.47,65.80,2080.6,666.2,418,30.14,0,30.4,1042
29400,59.39,65.97,1993.1,702.3,339,34.42,0,29.2,1042
29430,56.95,65.68,1964.2,662.1,437,32.09,0,28.3,1042
29460,58.31,65.45,2118.2,681.8,401,33.87,0,28.2,1042
29490,54.95,65.77,1984.8,614.3,412,31.41,0,27.1,1042
29520,54.85,66.05,2012.7,869.9,365,27.73,0,26.4,1042
29550,58.25,66.02,2333.1,937.3,430,30.31,0,26.2,1042
29580,57.49,66.08,1908.9,519.9,340,27.00,0,25.7,1042
29610,57.31,66.41,1997.5,834.9,358,29.44,1,26.5,1042
29640,60.67,66.77,2137.8,731.2,449,34.89,0,26.4,1042
29670,60.47,66.93,2296.6,656.5,334,27.39,0,26.8,1042
29700,53.94,67.18,2111.4,871.4,337,26.85,0,27.4,1042
29730,58.84,67.50,2323.7,674.4,456,33.63,0,28.4,1042
29760,60.11,67.42,1989.0,732.3,434,31.32,0,27.7,1042
29790,57.21,67.70,2019.6,582.9,436,27.68,0,28.5,1042
29820,56.79,68.06,2192.2,760.6,398,28.77,0,29.1,1042
29850,54.38,68.49,1963.2,699.7,362,27.61,0,30.1,1042
29880,55.54,68.76,2017.7,672.8,459,27.33,0,30.9,1042
29910,55.00,69.14,1986.4,609.0,354,25.72,0,31.5,1042
29940,55.45,69.66,2232.6,877.7,337,29.37,0,30.5,1042
29970,55.25,69.90,2339.2,721.7,435,30.61,0,29.9,1042
30000,57.05,69.55,2305.7,778.0,314,31.12,0,30.6,1042
30030,52.59,70.02,2089.0,687.2,318,28.94,0,31.4,1042
30060,58.82,69.97,2310.4,792.2,350,32.31,0,31.9,1042
30090,56.69,70.14,1909.5,638.7,359,31.00,0,31.3,1042
30120,51.39,70.28,2297.7,686.1,416,28.77,0,30.8,1042
30150,56.58,70.69,2144.9,683.0,330,32.43,0,29.9,1042
30180,55.68,70.65,2284.8,727.3,383,27.28,0,30.7,1042
30210,50.34,70.53,2164.3,820.4,340,29.01,0,31.8,1042
30240,100.00,71.77,9572.4,1590.4,295,191.32,20,40.3,1042
30270,100.00,73.07,9875.8,2846.8,338,222.58,6,42.0,1042
30300,100.00,74.20,8205.4,1951.6,338,165.88,1,43.3,1042
30330,100.00,74.84,10133.5,1795.6,271,131.96,6,46.5,1042
30360,100.00,76.09,6882.2,1905.7,266,164.48,4,48.1,1042
30390,100.00,77.22,11433.5,2553.5,282,192.33,2,48.5,1042
30420,100.00,77.95,10618.1,2314.8,357,152.10,20,57.4,1042
30450,96.84,78.42,7632.3,2869.6,219,153.88,5,59.7,1042
30480,96.20,78.90,9197.6,1951.5,322,170.75,3,60.3,1042
30510,94.29,79.42,10204.7,3418.3,206,191.15,5,62.1,1042
30540,97.80,80.48,9676.1,1377.7,282,150.69,0,61.1,1042
30570,95.00,81.75,7674.5,3808.2,307,122.81,3,62.5,1042
30600,100.00,83.03,10982.2,2905.9,301,186.84,4,63.4,1042
30630,95.22,83.86,8414.0,2915.2,250,223.13,3,64.8,1042
30660,98.07,66.43,13682.1,1431.8,292,220.99,5,65.6,1042
30690,95.85,67.01,12110.4,2197.1,200,170.38,0,66.1,1042
30720,94.46,68.02,8581.6,1886.2,242,225.39,0,65.7,1042
30750,100.00,68.78,13384.7,2538.7,197,132.88,15,72.6,1042
30780,87.91,69.39,10638.0,2678.8,195,145.50,4,75.1,1042
30810,94.26,70.44,11213.4,2284.7,155,150.25,5,77.7,1042
30840,95.82,71.69,8977.0,2162.5,122,153.66,18,85.0,1042
30870,92.61,72.79,5819.6,1735.1,196,115.86,3,85.4,1042
30900,93.49,73.44,13063.1,3082.4,142,151.07,6,88.8,1042
30930,88.43,74.47,10347.2,2419.3,152,171.28,6,91.5,1042
30960,94.87,75.05,11328.3,2048.8,109,177.94,5,92.7,1042
30990,93.13,76.13,12489.2,2332.9,100,132.33,5,95.0,1042
31020,87.27,77.01,8762.2,1670.6,105,213.81,1,94.2,1042
31050,94.56,78.20,10642.4,1950.9,191,120.18,0,93.9,1042
31080,96.94,79.40,7427.2,1927.3,89,181.10,21,101.8,1042
31110,88.02,80.00,11934.1,3248.4,67,187.64,1,102.7,1042
31140,94.21,81.28,10959.7,1859.4,48,197.92,2,103.9,1042
31170,94.04,82.11,7961.8,1715.1,59,170.47,1,105.4,1042
31200,91.27,82.57,9317.1,2744.9,88,124.60,1,106.2,1042
31230,89.91,83.89,9234.2,2543.7,51,109.20,5,108.5,1042
31260,93.13,84.59,7586.2,1638.0,43,111.95,0,107.4,1042
31290,81.79,85.24,8950.6,2593.7,108,144.02,0,108.0,1042
31320,96.39,85.75,13294.7,2392.0,139,137.70,21,116.2,1042
31350,85.38,87.03,12967.2,3154.1,79,189.74,3,118.0,1042
31380,87.55,87.61,7045.0,2096.3,96,139.98,5,120.6,1042
31410,92.50,88.15,8303.5,2057.3,107,204.30,4,122.6,1042
31440,87.71,89.06,10749.2,2175.8,104,201.32,4,123.7,1042
31470,87.80,90.16,6833.2,1640.8,143,166.55,19,130.3,1042
31500,89.50,91.44,8760.1,2102.6,131,140.14,5,131.5,1042
31530,88.77,72.98,11483.7,2209.6,123,117.61,2,132.0,1042
31560,91.92,73.80,7318.1,2960.9,144,183.26,4,134.0,1042
31590,90.66,74.44,8453.5,1440.0,28,140.84,6,136.5,1042
31620,89.10,75.00,11606.8,1903.7,62,113.89,10,140.0,1042
31650,80.41,75.85,13502.6,2090.3,142,213.27,3,140.0,1042
31680,94.97,76.31,10389.9,1328.9,109,158.02,5,140.0,1042
31710,90.60,76.83,10819.1,1678.3,45,221.65,1,140.0,1042
31740,80.14,77.47,6693.2,2148.9,151,128.22,3,140.0,1042
31770,88.83,78.13,7092.5,2360.9,91,135.22,5,140.0,1042
31800,97.71,78.84,9094.0,2502.5,86,209.94,1,140.0,1042
31830,87.90,79.87,9031.5,2144.3,89,117.62,20,140.0,1042
31860,89.95,81.16,9294.3,1540.9,92,173.91,2,140.0,1042
31890,87.08,82.44,6324.1,2146.8,183,190.00,3,140.0,1042
31920,85.13,83.03,9982.3,1879.7,160,204.39,1,139.6,1042
31950,90.89,83.54,11562.4,1327.8,191,175.18,1,140.0,1042
31980,90.72,84.21,12134.2,3145.0,81,136.15,0,139.2,1042
32010,88.85,85.29,12882.1,2017.9,165,161.23,0,139.0,1042
32040,39.38,85.61,2166.9,683.6,134,19.64,0,139.1,1042
32070,37.45,85.58,2141.5,879.6,163,17.81,0,139.3,1042
32100,41.95,85.32,2306.9,917.3,106,20.89,0,139.0,1042
32130,39.45,85.31,2155.4,706.0,146,22.19,0,139.2,1042
32160,45.87,85.56,2175.3,718.7,226,21.24,0,140.0,1042
32190,45.91,59.22,2184.8,901.2,214,24.54,0,140.0,1042
32220,43.44,59.70,2102.4,891.5,188,18.98,0,140.0,1042
32250,45.96,60.06,2204.7,715.3,184,23.62,0,139.7,1042
32280,44.49,60.35,2130.2,831.0,180,20.68,0,139.9,1042
32310,44.20,60.15,1807.2,699.4,191,24.68,0,138.9,1042
32340,46.32,59.88,1939.3,745.6,272,19.12,0,137.7,1042
32370,43.75,60.32,2034.3,875.6,280,21.81,0,136.7,1042
32400,49.47,60.45,2283.3,682.7,283,24.22,0,137.8,1042
32430,42.80,60.76,1952.0,767.9,221,17.00,0,137.9,1042
32460,42.57,60.88,2044.5,735.9,246,24.08,0,136.8,1042
32490,47.85,61.20,2251.1,765.3,228,26.46,0,137.6,1042
32520,44.21,61.34,1941.6,589.1,306,21.52,0,137.4,1042
32550,50.13,61.57,2042.5,565.4,322,24.69,0,138.3,1042
32580,51.65,61.75,2071.9,582.9,232,28.38,0,138.7,1042
32610,48.62,62.20,1978.4,784.1,361,24.01,0,139.0,1042
32640,46.01,61.94,2105.7,666.0,319,22.64,0,139.5,1042
32670,46.79,61.61,2013.9,732.2,273,20.91,0,140.0,1042
32700,48.31,61.36,1772.4,624.3,385,22.12,0,139.4,1042
32730,48.41,61.78,1840.1,704.2,263,26.22,0,138.3,1042
32760,52.88,61.57,1870.7,666.8,403,27.10,0,138.2,1042
32790,48.33,61.78,1791.5,694.4,403,26.64,0,137.4,1042
32820,48.10,61.85,2128.0,715.9,374,26.56,0,138.4,1042
32850,51.35,62.37,2076.6,736.3,333,22.95,0,139.1,1042
32880,51.16,62.73,1957.8,762.1,290,26.05,0,139.9,1042
32910,51.73,62.66,2120.1,773.9,330,29.56,0,140.0,1042
32940,56.21,62.69,2041.2,865.3,357,26.76,0,139.0,1042
32970,54.58,62.80,2108.1,722.0,431,27.70,0,139.8,1042
33000,55.10,63.31,1936.5,756.1,314,30.98,0,139.7,1042
33030,52.59,63.77,1772.3,568.2,440,25.47,0,138.7,1042
33060,56.59,63.80,1986.3,728.7,409,30.63,0,139.3,1042
33090,53.39,64.17,1973.6,796.3,397,23.68,0,139.4,1042
33120,49.74,64.36,2071.0,711.5,348,24.70,0,139.3,1042
33150,54.60,64.85,1957.9,661.2,437,29.97,0,139.4,1042
33180,51.09,65.30,1856.5,800.4,386,29.05,0,139.4,1042
33210,51.73,65.08,2209.3,831.1,442,24.27,0,138.7,1042
33240,57.26,65.50,2099.3,664.6,353,29.94,0,138.5,1042
33270,56.47,65.70,2155.8,607.9,399,32.83,0,137.9,1042
33300,52.24,65.92,2188.6,880.8,442,24.43,0,138.2,1042
33330,56.88,66.21,1900.2,577.5,467,31.57,0,137.0,1042
33360,57.15,66.68,1812.2,682.1,348,28.92,0,136.2,1042
33390,52.98,67.01,1756.8,463.4,453,27.13,0,135.8,1042
33420,51.12,67.17,2007.8,600.4,373,28.79,0,136.0,1042
33450,52.60,67.64,1845.0,627.3,407,27.61,0,137.1,1042
33480,51.92,67.36,1937.2,544.7,360,29.54,0,136.2,1042
33510,51.40,67.56,1828.6,569.7,438,24.22,0,135.1,1042
33540,50.72,67.99,2147.9,739.0,413,27.51,0,135.4,1042
33570,51.63,67.87,1940.0,533.2,317,28.43,0,134.7,1042
33600,50.04,67.80,2031.7,746.1,387,26.73,0,134.2,1042
33630,55.00,67.53,2217.4,899.8,306,24.03,0,133.5,1042
33660,50.60,67.62,1860.7,669.9,300,26.57,0,134.3,1042
33690,54.84,67.34,1752.3,684.2,348,24.67,0,133.3,1042
33720,54.37,67.44,2021.5,804.1,353,26.64,0,132.8,1042
33750,46.34,67.36,1791.3,656.3,399,24.96,0,131.9,1042
33780,47.19,67.47,2129.1,835.4,294,25.24,0,132.1,1042
33810,47.78,68.00,1784.5,674.3,298,22.61,0,131.4,1042
33840,49.96,68.03,1726.9,514.8,305,21.92,0,130.8,1042
33870,52.54,67.97,2113.4,806.0,323,22.60,0,130.9,1042
33900,48.99,67.66,2199.9,921.6,385,23.62,0,130.8,1042
33930,50.86,67.84,1968.9,737.0,372,22.35,0,131.3,1042
33960,46.26,68.21,1828.7,689.9,372,22.62,0,131.0,1042
33990,43.83,68.61,1820.5,506.2,352,23.20,0,130.8,1042
34020,47.86,68.52,1721.0,621.9,240,26.11,0,131.2,1042
34050,47.54,68.44,2175.3,730.1,273,22.69,0,130.9,1042
34080,44.48,68.62,2122.0,564.2,298,24.65,1,131.2,1042
34110,44.48,68.84,2077.2,701.0,318,21.11,0,131.6,1042
34140,44.00,69.38,2035.7,608.2,277,23.97,0,131.9,1042
34170,45.74,69.23,2042.7,742.5,282,19.13,0,132.1,1042
34200,46.75,69.67,2139.5,702.6,228,19.09,0,131.8,1042
34230,42.15,69.99,1931.9,593.5,260,21.68,0,130.9,1042
34260,39.79,69.89,2143.2,844.0,207,16.60,0,130.7,1042
34290,45.29,69.91,1905.8,603.1,217,22.92,0,129.7,1042
34320,43.73,69.94,1747.3,590.1,161,23.59,0,130.2,1042
34350,43.06,70.01,1815.0,603.3,142,18.26,0,130.5,1042
34380,41.94,70.27,2053.4,713.3,177,16.22,0,130.3,1042
34410,37.84,70.20,1773.9,614.0,180,16.71,0,129.3,1042
34440,40.26,69.89,1754.8,691.2,240,19.99,0,129.8,1042
34470,42.08,70.26,1720.6,669.4,218,23.68,0,130.8,1042
34500,41.69,70.06,2027.8,627.0,165,20.53,0,129.7,1042
34530,36.90,70.54,1802.5,608.4,170,18.79,0,130.5,1042
34560,40.42,71.05,2014.4,628.6,115,20.48,0,130.6,1042
34590,37.24,71.32,2097.3,818.2,84,16.81,0,130.3,1042
34620,33.97,71.86,1913.2,514.6,184,18.76,0,131.0,1042
34650,38.94,71.56,1850.4,591.9,72,20.31,0,130.5,1042
34680,37.07,71.25,1736.4,499.6,152,15.03,0,130.8,1042
34710,34.03,71.29,2008.4,638.4,180,12.41,0,130.4,1042
34740,36.15,71.59,2152.2,730.6,161,19.41,0,130.9,1042
34770,31.41,71.97,1876.1,627.4,97,10.92,0,130.7,1042
34800,37.17,72.41,1867.7,720.6,102,15.86,0,131.6,1042
34830,33.98,72.76,1773.9,714.7,46,12.79,0,131.1,1042
34860,34.53,72.41,2135.7,640.0,39,15.93,0,132.0,1042
34890,37.28,72.86,1969.5,769.8,86,17.54,0,132.4,1042
34920,31.40,72.77,1901.2,586.4,83,15.56,1,133.8,1042
34950,30.29,72.64,1983.9,702.0,49,16.10,0,133.2,1042
34980,32.84,72.95,2081.0,832.5,18,15.88,0,133.1,1042
35010,31.57,73.48,1907.5,815.7,59,16.61,0,133.1,1042
35040,31.78,74.00,2018.3,656.6,124,12.28,0,133.1,1042
35070,31.71,74.03,1833.8,702.3,91,11.57,0,133.1,1042
35100,36.43,74.31,2135.3,734.6,29,18.66,0,133.5,1042
35130,36.09,74.11,1934.2,761.8,15,19.56,0,133.6,1042
35160,35.02,73.89,1955.3,541.4,99,17.19,0,133.3,1042
35190,36.28,74.05,1854.3,512.2,149,17.61,0,133.2,1042
35220,30.80,74.03,1972.5,702.1,66,9.64,0,132.5,1042
35250,35.45,74.01,1815.3,586.5,94,18.68,0,131.6,1042
35280,33.40,74.46,1731.9,669.2,129,15.23,0,130.4,1042
35310,32.64,74.77,2070.2,564.5,113,17.94,0,130.3,1042
35340,31.55,74.71,2023.8,733.0,154,13.80,0,130.6,1042
35370,31.93,75.17,2114.3,758.5,116,14.36,0,131.0,1042
35400,33.73,75.26,2045.4,595.7,115,16.70,0,130.7,1042
35430,33.16,75.24,1667.2,563.7,113,18.68,0,129.7,1042
35460,38.10,75.68,1934.6,661.1,79,20.39,0,130.2,1042
35490,37.41,75.38,1872.2,575.3,157,17.05,0,129.8,1042
35520,37.89,75.87,1978.8,710.3,164,17.95,0,130.2,1042
35550,32.26,75.88,1684.0,499.1,78,11.67,0,130.2,1042
35580,37.01,76.33,1743.6,606.2,84,15.66,0,129.8,1042
35610,32.72,76.53,1737.1,615.3,105,13.32,0,130.3,1042
35640,36.91,76.39,1743.5,510.2,123,13.80,0,131.2,1042
35670,39.23,76.90,2016.2,774.7,169,15.48,0,131.7,1042
